Player,G_x,AB_x,R_x,H_x,2B_x,3B_x,HR,RBI_x,SB_x,BB_x,AVG_x,SLG_x,IDfg,Season,Team,Age,G_y,AB_y,PA,H_y,1B,2B_y,3B_y,HR_y,R_y,RBI_y,BB_y,IBB,SO,HBP,SF,SH,GDP,SB_y,CS,AVG_y,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG_y,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
Jarren Duran,160,671,111,191,48,14,21,75,34,54,0.285,0.492,24617.0,2024.0,BOS,27.0,160.0,671.0,735.0,191.0,108.0,48.0,14.0,21.0,111.0,75.0,54.0,1.0,160.0,6.0,3.0,1.0,6.0,34.0,7.0,0.285,237.0,179.0,93.0,15.0,2848.0,1016.0,1832.0,20.0,6.0,1.0,0.073,0.218,0.34,0.342,0.492,0.834,0.207,0.345,0.0132,0.183,0.466,0.35200000000000004,0.084,0.11699999999999999,0.084,0.16699999999999998,0.357,27.6,114.0,24.4,9.0,22.2,-1.8,64.5,6.7,$53.3,8.0,129.0,2.29,-11.66,13.95,22.19,2.25,0.92,,0.0,3.12,-0.62,0.513,93.8,0.19,84.0,0.08900000000000001,90.0,0.085,80.2,0.08900000000000001,86.9,0.033,86.1,0.002,75.2,0.003,,16.3,2.2,3.5,5.4,7.3,-0.9,1.3,1.12,0.41,1.4,2.25,2.87,-1.02,25.19,0.312,0.708,0.48200000000000004,0.602,0.887,0.7809999999999999,0.429,0.585,0.105,8.4,0.369,,0.09,0.036000000000000004,,0.14,0.187,0.078,0.013000000000000001,0.001,0.086,0.0,0.001,,94.2,,90.4,85.9,,92.9,84.2,79.2,82.7,43.1,86.9,81.7,75.5,-1.9,,0.5,-6.0,,0.5,-0.2,3.0,2.0,-4.3,-7.9,-4.6,-3.2,9.3,,5.4,1.3,,3.9,1.0,-5.1,-5.6,5.7,3.1,-1.9,0.4,8.4,,1.3,-1.3,,7.4,0.8,5.5,1.1,1.0,7.4,-0.2,1.5,0.8,,0.5,-1.33,,1.85,0.16,2.48,3.18,49.09,3.01,-22.28,38.63,0.295,0.6579999999999999,0.48200000000000004,0.556,0.8759999999999999,0.7809999999999999,0.514,18.3,7.2,2.6,1.8,27 - 27,32.8,2.3,0.5,0.322,0.381,0.297,0.159,0.501,0.34,0.32,0.092,,0.078,0.363,0.09699999999999999,0.03,0.002,0.0,0.142,0.196,,86.5,,80.2,94.4,90.5,86.3,75.2,81.5,92.9,83.9,,-7.6,,3.9,-1.9,0.6,-5.5,-1.6,-4.6,0.8,-0.4,,1.6,,-7.4,8.3,4.4,0.2,-0.3,-3.4,2.8,-0.6,,8.8,,7.7,7.9,1.4,-1.3,1.3,-0.2,6.8,0.9,,3.34,,3.45,0.76,0.51,-1.58,25.18,-22.28,1.69,0.16,,0.29100000000000004,0.6559999999999999,0.48200000000000004,0.5489999999999999,0.8740000000000001,0.78,0.523,18.3,,119.0,90.0,96.0,111.0,125.0,134.0,121.0,0.94,112.0,90.0,103.0,79.0,108.0,123.0,98.0,95.0,110.0,90.8,9.5,47.0,0.091,113.9,225.0,0.43700000000000006,515.0,0.161,0.266,0.275,0.453,0.342,6.4
Ceddanne Rafaela,152,544,70,134,23,5,15,75,19,15,0.246,0.39,24262.0,2024.0,BOS,23.0,152.0,544.0,571.0,134.0,91.0,23.0,5.0,15.0,70.0,75.0,15.0,1.0,151.0,7.0,3.0,2.0,8.0,19.0,10.0,0.246,165.0,145.0,83.0,25.0,2070.0,564.0,1506.0,19.0,5.0,1.0,0.026000000000000002,0.264,0.1,0.274,0.39,0.664,0.143,0.312,0.011399999999999999,0.21100000000000002,0.42,0.369,0.172,0.10300000000000001,0.115,0.2,0.286,-11.1,56.0,-13.6,-2.2,17.3,4.5,8.4,0.9,$6.9,6.6,79.0,-1.47,-10.61,9.14,-11.77,-1.12,0.99,0.52,2.0,-1.44,-0.05,0.47100000000000003,93.7,0.278,84.4,0.069,89.4,0.081,80.2,0.085,85.0,0.013999999999999999,86.3,0.001,78.0,0.002,,-7.7,1.7,-0.2,-1.3,0.8,1.0,-0.1,-0.79,0.29,-0.15,-0.79,0.47,3.21,-3.1,0.495,0.787,0.615,0.584,0.797,0.696,0.41100000000000003,0.7040000000000001,0.187,0.6,0.305,,0.071,0.015,,0.157,0.278,0.069,0.013999999999999999,0.004,0.085,0.0,0.001,,94.3,,90.1,86.3,,93.3,84.5,79.2,82.8,47.0,85.0,81.1,77.7,-1.5,,0.8,-5.7,,-5.8,2.6,2.4,1.6,-4.3,3.5,-5.1,-5.2,9.4,,5.5,2.3,,4.5,0.7,-5.2,-4.9,8.6,3.3,0.6,-3.0,-2.5,,-1.1,0.8,,-6.0,-0.4,0.3,-0.2,0.5,0.5,0.0,-0.1,-0.4,,-0.74,2.49,,-1.84,-0.08,0.24,-0.83,6.37,0.26,-3.94,-3.14,0.46299999999999997,0.774,0.615,0.537,0.7959999999999999,0.696,0.488,18.4,2.3,-1.1,0.6,23 - 23,-13.0,1.8,0.5,0.41200000000000003,0.344,0.244,0.196,0.55,0.254,0.317,0.08800000000000001,,0.07400000000000001,0.295,0.078,0.015,0.001,0.0,0.161,0.28600000000000003,0.0,83.5,,80.2,94.5,90.3,86.3,77.7,80.9,93.4,84.4,91.4,3.2,,2.4,-1.4,1.1,-5.6,-5.3,-4.7,-5.4,3.2,0.0,2.1,,-7.1,8.6,4.4,0.9,-4.8,-0.6,3.4,-0.7,0.0,0.7,,-0.5,-3.2,-0.3,0.5,-0.1,0.0,-5.4,0.0,-0.1,0.41,,-0.32,-0.53,-0.16,1.6,-3.14,-3.94,-1.61,0.0,-5.8,0.473,0.768,0.615,0.5379999999999999,0.8,0.696,0.48100000000000004,18.4,,103.0,32.0,117.0,89.0,99.0,93.0,109.0,1.08,101.0,95.0,91.0,101.0,98.0,101.0,121.0,104.0,82.0,86.6,14.9,30.0,0.075,108.2,146.0,0.36700000000000005,398.0,0.10800000000000001,0.295,0.229,0.368,0.273,0.8
Rafael Devers,138,525,87,143,34,5,28,83,3,67,0.272,0.516,17350.0,2024.0,BOS,27.0,138.0,525.0,601.0,143.0,76.0,34.0,5.0,28.0,87.0,83.0,67.0,14.0,147.0,3.0,6.0,0.0,13.0,3.0,0.0,0.272,157.0,141.0,86.0,14.0,2380.0,879.0,1501.0,5.0,0.0,0.0,0.111,0.245,0.46,0.354,0.516,0.871,0.244,0.323,0.0111,0.22399999999999998,0.409,0.36700000000000005,0.099,0.19899999999999998,0.032,0.0,0.364,26.0,96.0,23.4,-3.7,18.2,1.1,40.0,4.1,$33.1,4.7,134.0,1.05,-10.56,11.61,20.36,1.99,0.97,,0.0,2.36,-1.28,0.534,94.1,0.18100000000000002,84.5,0.08900000000000001,90.3,0.08199999999999999,80.5,0.08199999999999999,86.8,0.031,86.7,0.001,77.7,0.024,,11.2,7.0,-1.3,-0.1,2.8,1.5,0.5,0.88,1.64,-0.64,-0.03,1.45,2.04,17.05,0.33299999999999996,0.757,0.509,0.652,0.76,0.7190000000000001,0.415,0.597,0.14300000000000002,-0.9,0.379,,0.09300000000000001,0.034,,0.152,0.17600000000000002,0.07400000000000001,0.013000000000000001,,0.078,,0.001,,94.5,,90.7,86.4,,92.9,84.7,79.8,82.0,,86.9,,77.9,-0.9,,0.4,-6.4,,2.2,-0.3,2.3,1.9,,-7.2,,-4.5,9.1,,5.5,1.8,,4.2,1.0,-4.7,-4.4,,3.3,,-4.8,10.6,,-0.5,0.9,,-0.2,6.4,1.1,-0.7,,3.0,,0.5,1.18,,-0.23,1.09,,-0.04,1.52,0.63,-2.24,,1.63,,17.32,0.301,0.718,0.509,0.624,0.7559999999999999,0.7170000000000001,0.498,19.1,-2.6,-0.4,-1.5,27 - 27,22.5,1.9,-0.6,0.341,0.409,0.25,0.161,0.43,0.409,0.40299999999999997,0.084,,0.071,0.373,0.102,0.028999999999999998,0.001,,0.15,0.18899999999999997,,86.8,,80.5,94.7,91.0,86.8,77.9,,92.9,84.2,,-7.0,,3.4,-1.1,0.7,-5.9,-4.5,,2.4,-0.8,,1.7,,-7.1,8.2,4.7,0.9,-6.2,,3.0,-0.6,,0.7,,1.7,10.8,-2.0,2.9,0.5,,0.8,5.7,,0.36,,1.04,1.22,-0.83,4.23,17.32,,0.22,1.26,,0.297,0.72,0.509,0.628,0.754,0.7170000000000001,0.501,19.1,,114.0,137.0,108.0,115.0,131.0,158.0,113.0,1.15,99.0,94.0,175.0,84.0,116.0,104.0,100.0,81.0,132.0,93.2,11.6,50.0,0.13,114.7,201.0,0.523,384.0,0.12300000000000001,0.266,0.272,0.509,0.364,3.9
Connor Wong,126,447,54,125,24,1,13,52,8,28,0.28,0.425,19896.0,2024.0,BOS,28.0,126.0,447.0,487.0,125.0,87.0,24.0,1.0,13.0,54.0,52.0,28.0,1.0,114.0,9.0,2.0,1.0,7.0,8.0,7.0,0.28,143.0,118.0,68.0,19.0,1865.0,636.0,1229.0,11.0,7.0,4.0,0.057,0.23399999999999999,0.25,0.333,0.425,0.758,0.145,0.348,0.0121,0.207,0.435,0.359,0.161,0.11,0.077,0.5710000000000001,0.33,7.8,65.0,5.7,-17.6,14.7,6.0,10.2,1.1,$8.4,3.5,110.0,-0.88,-8.2,7.32,-2.72,-0.24,0.91,1.68,8.0,0.3,-1.27,0.495,93.7,0.233,84.4,0.076,89.5,0.07,80.4,0.10400000000000001,85.8,0.021,87.5,,,0.002,,3.1,-0.4,1.8,0.4,0.1,2.4,,0.34,-0.09,1.24,0.33,0.03,5.94,,0.33299999999999996,0.741,0.514,0.545,0.8420000000000001,0.735,0.444,0.6509999999999999,0.136,-0.2,0.322,,0.078,0.023,,0.16699999999999998,0.231,0.055999999999999994,0.016,0.004,0.10300000000000001,,,,94.4,,89.6,87.2,,93.4,84.4,79.8,82.1,55.0,85.8,,,-0.8,,0.6,-5.5,,-5.2,2.0,1.0,0.5,-7.0,3.0,,,9.3,,5.4,2.4,,4.4,1.0,-4.7,-5.3,9.0,3.6,,,-5.4,,1.7,2.4,,7.7,-0.7,1.2,-0.6,-0.3,-0.1,,,-0.91,,1.19,5.8,,2.46,-0.17,1.17,-1.94,-3.69,-0.03,,,0.297,0.7040000000000001,0.514,0.461,0.836,0.735,0.534,18.8,-11.6,-2.2,2.6,28 - 28,5.5,1.5,0.4,0.423,0.318,0.259,0.19,0.539,0.271,0.318,0.107,,0.061,0.322,0.078,0.022000000000000002,,,0.165,0.24600000000000002,,84.7,,80.3,94.5,90.0,86.8,,,93.4,84.3,,2.7,,0.5,-0.8,0.8,-4.8,,,-5.0,2.4,,2.5,,-7.1,8.4,4.3,0.9,,,3.0,-0.4,,0.2,,1.6,-4.0,-1.5,2.9,,,5.7,1.2,,0.08,,1.45,-0.67,-1.02,7.02,,,1.84,0.25,,0.303,0.6970000000000001,0.514,0.45,0.841,0.7340000000000001,0.536,18.8,-11.5,117.0,71.0,104.0,108.0,108.0,94.0,122.0,1.06,105.0,92.0,97.0,104.0,91.0,108.0,118.0,102.0,87.0,86.5,12.9,21.0,0.063,109.1,115.0,0.342,336.0,0.14300000000000002,0.27899999999999997,0.231,0.355,0.288,1.6
Tyler O'Neill,113,411,74,99,18,0,31,61,4,53,0.241,0.511,15711.0,2024.0,BOS,29.0,113.0,411.0,473.0,99.0,50.0,18.0,0.0,31.0,74.0,61.0,53.0,5.0,159.0,7.0,2.0,0.0,13.0,4.0,0.0,0.241,91.0,119.0,44.0,18.0,1985.0,773.0,1212.0,8.0,0.0,0.0,0.11199999999999999,0.336,0.33,0.336,0.511,0.847,0.27,0.305,0.0076,0.17300000000000001,0.358,0.469,0.151,0.261,0.08800000000000001,0.0,0.36,18.8,74.0,16.8,-1.6,14.3,-6.1,24.1,2.5,$19.9,3.6,131.0,1.29,-7.84,9.13,1.9,0.15,0.92,1.22,5.0,1.59,-0.18,0.45,93.8,0.24100000000000002,84.3,0.1,89.2,0.085,80.5,0.102,85.6,0.021,85.5,,,0.01,,10.8,4.2,0.6,0.9,-0.9,-2.7,,1.21,0.89,0.3,0.51,-0.45,-6.32,,0.289,0.684,0.446,0.522,0.778,0.6779999999999999,0.39799999999999996,0.613,0.14400000000000002,-0.8,0.29600000000000004,,0.099,0.022000000000000002,,0.14800000000000002,0.243,0.071,0.016,0.003,0.102,,,,94.5,,89.5,85.7,,93.1,84.4,79.9,82.0,55.0,85.5,,,-1.2,,0.9,-5.3,,-4.0,1.7,1.3,1.2,-4.3,1.3,,,9.4,,4.6,2.9,,4.4,0.9,-5.1,-4.0,5.9,2.9,,,8.6,,-0.1,-0.4,,0.5,4.3,1.6,0.0,0.7,-1.0,,,1.46,,-0.07,-0.87,,0.19,0.89,1.14,-0.08,11.16,-0.47,,,0.244,0.6559999999999999,0.446,0.425,0.774,0.677,0.49,18.3,-7.7,0.0,-2.0,29 - 29,16.0,1.5,-1.9,0.52,0.315,0.165,0.154,0.5,0.34600000000000003,0.514,0.106,,0.079,0.28600000000000003,0.1,0.022000000000000002,,,0.152,0.255,,84.8,,80.6,94.8,89.9,85.9,,,93.1,84.4,,1.1,,1.4,-1.2,1.0,-5.4,,,-3.5,2.0,,1.6,,-6.6,8.5,3.7,1.5,,,3.3,-0.5,,-1.1,,-0.1,6.7,0.1,0.4,,,2.4,5.8,,-0.5,,-0.05,1.17,0.06,1.0,,,0.79,1.14,,0.24600000000000002,0.654,0.446,0.43,0.774,0.677,0.49,18.3,,100.0,138.0,149.0,109.0,130.0,174.0,107.0,0.89,86.0,120.0,230.0,127.0,90.0,69.0,95.0,95.0,112.0,90.9,20.2,44.0,0.17300000000000001,113.1,123.0,0.484,254.0,0.16399999999999998,0.308,0.213,0.48,0.339,2.1
Wilyer Abreu,132,399,59,101,33,2,15,58,8,40,0.253,0.459,23772.0,2024.0,BOS,25.0,132.0,399.0,447.0,101.0,51.0,33.0,2.0,15.0,59.0,58.0,40.0,0.0,125.0,3.0,5.0,0.0,7.0,8.0,3.0,0.253,94.0,132.0,53.0,16.0,1806.0,654.0,1152.0,8.0,0.0,0.0,0.08900000000000001,0.28,0.32,0.322,0.459,0.781,0.206,0.326,0.0070999999999999995,0.19,0.337,0.473,0.121,0.114,0.085,0.0,0.336,9.1,61.0,7.2,10.5,13.5,-5.0,28.9,3.0,$23.9,5.0,114.0,-0.3,-7.99,7.69,0.81,0.06,0.91,1.48,19.0,0.28,-0.61,0.526,93.9,0.147,84.2,0.077,90.1,0.094,79.6,0.106,87.0,0.048,86.2,0.003,78.2,,,5.3,-0.5,0.4,-1.4,4.5,-1.3,0.6,0.56,-0.18,0.29,-0.86,2.36,-1.45,12.67,0.314,0.7020000000000001,0.478,0.618,0.812,0.738,0.424,0.611,0.125,1.3,0.4,,0.075,0.047,,0.11800000000000001,0.152,0.075,0.018000000000000002,0.004,0.106,0.002,0.003,,94.5,,90.6,86.1,,93.0,84.2,78.8,82.7,60.6,87.1,80.5,78.1,-4.0,,0.5,-6.3,,-2.9,1.5,4.8,4.2,-4.4,-8.0,-5.6,-2.0,9.4,,5.8,1.6,,3.8,1.3,-5.2,-6.2,6.2,3.4,-2.1,-0.1,-1.6,,1.0,-2.1,,6.4,-1.1,-1.0,-1.0,0.2,5.2,-0.1,0.6,-0.23,,0.71,-2.47,,3.02,-0.4,-0.73,-3.14,2.94,2.73,-3.6,12.89,0.27699999999999997,0.674,0.478,0.589,0.797,0.738,0.508,18.4,5.5,-0.4,0.9,25 - 25,8.5,1.4,-0.4,0.452,0.308,0.24,0.161,0.495,0.344,0.40299999999999997,0.111,0.001,0.084,0.39399999999999996,0.086,0.045,0.003,0.002,0.11800000000000001,0.157,,86.1,76.5,79.5,94.7,90.8,86.2,78.1,80.4,92.9,84.0,,-7.6,4.1,5.5,-3.8,0.6,-6.0,-1.9,-5.4,-2.8,1.7,,2.0,-10.4,-7.3,8.4,4.8,0.3,-1.3,-3.6,2.7,-0.4,,5.6,0.0,-0.6,-2.9,2.6,-2.0,0.6,-0.1,6.1,-1.7,,2.8,-3.94,-0.38,-0.41,1.68,-2.46,12.89,-3.6,2.84,-0.61,,0.282,0.665,0.478,0.589,0.797,0.737,0.513,18.4,,106.0,110.0,124.0,104.0,116.0,133.0,114.0,0.97,81.0,121.0,100.0,111.0,88.0,100.0,100.0,94.0,111.0,91.6,19.1,30.0,0.10800000000000001,114.4,139.0,0.498,279.0,0.157,0.282,0.229,0.418,0.317,2.8
Masataka Yoshida,108,378,45,106,21,0,10,56,2,27,0.28,0.415,31837.0,2024.0,BOS,30.0,108.0,378.0,421.0,106.0,75.0,21.0,0.0,10.0,45.0,56.0,27.0,0.0,52.0,14.0,2.0,0.0,6.0,2.0,0.0,0.28,140.0,117.0,71.0,11.0,1594.0,573.0,1021.0,6.0,0.0,0.0,0.064,0.124,0.52,0.349,0.415,0.765,0.135,0.302,0.012,0.21600000000000003,0.42700000000000005,0.35700000000000004,0.094,0.085,0.043,0.0,0.336,8.9,58.0,7.1,0.0,12.7,-10.9,7.7,0.8,$6.4,2.6,115.0,0.57,-6.6,7.17,16.06,1.59,0.94,2.24,10.0,0.71,-0.11,0.498,93.8,0.177,84.8,0.092,90.3,0.095,80.1,0.08900000000000001,86.6,0.048,86.0,0.003,76.0,0.001,,9.0,-1.6,1.8,0.1,1.1,0.4,0.0,1.14,-0.57,1.25,0.06,0.76,0.52,0.02,0.292,0.6559999999999999,0.45399999999999996,0.747,0.9359999999999999,0.8690000000000001,0.447,0.544,0.06,-2.5,0.319,,0.1,0.051,,0.17300000000000001,0.171,0.071,0.025,0.001,0.085,,0.003,,94.1,,90.3,85.8,,93.5,84.6,79.0,83.3,55.3,86.7,,75.9,-2.7,,0.4,-6.9,,-2.0,0.7,4.9,2.1,-5.9,-8.2,,-0.5,9.1,,5.5,1.7,,4.2,1.1,-5.0,-5.6,8.9,2.8,,-3.0,2.0,,1.7,0.3,,4.8,-1.9,-0.5,0.8,0.7,0.9,,0.0,0.39,,1.09,0.38,,1.74,-0.7,-0.46,1.96,37.06,0.69,,0.03,0.261,0.626,0.45399999999999996,0.713,0.9259999999999999,0.8690000000000001,0.53,18.7,-10.9,-0.5,-3.5,30 - 30,4.6,1.3,0.2,0.35700000000000004,0.39,0.253,0.171,0.506,0.32299999999999995,0.21100000000000002,0.094,,0.091,0.313,0.1,0.043,0.003,,0.17600000000000002,0.18100000000000002,,86.1,,80.4,94.3,90.5,86.1,75.9,,93.5,84.7,,-7.8,,4.5,-2.7,0.7,-6.7,-0.4,,-1.7,0.8,,1.2,,-6.9,8.1,4.6,0.7,-4.8,,3.0,-0.4,,3.5,,0.6,2.5,1.7,-1.5,0.0,,4.3,-2.2,,2.35,,0.4,0.5,1.04,-2.27,0.03,,1.54,-0.77,,0.261,0.625,0.45399999999999996,0.703,0.93,0.8690000000000001,0.532,18.7,,117.0,79.0,55.0,113.0,105.0,87.0,106.0,1.11,103.0,91.0,75.0,87.0,111.0,105.0,105.0,96.0,104.0,88.0,10.5,18.0,0.055,111.1,123.0,0.375,328.0,0.18600000000000003,0.24600000000000002,0.258,0.394,0.322,0.7
David Hamilton,98,294,47,73,17,1,8,28,33,22,0.248,0.395,27531.0,2024.0,BOS,26.0,98.0,294.0,317.0,73.0,47.0,17.0,1.0,8.0,47.0,28.0,22.0,0.0,80.0,1.0,0.0,0.0,1.0,33.0,4.0,0.248,77.0,89.0,43.0,5.0,1191.0,422.0,769.0,9.0,5.0,0.0,0.069,0.252,0.28,0.303,0.395,0.697,0.146,0.316,0.0087,0.20600000000000002,0.368,0.426,0.055999999999999994,0.09,0.11699999999999999,0.0,0.305,-1.4,36.0,-2.7,-0.6,9.6,2.7,16.0,1.7,$13.3,7.7,92.0,0.13,-4.94,5.07,1.39,0.21,0.89,0.93,9.0,0.29,-0.14,0.445,93.7,0.19,84.4,0.09699999999999999,90.2,0.11,80.4,0.115,86.4,0.040999999999999995,86.3,0.003,79.3,0.001,,5.5,-0.9,-1.4,-1.7,-1.2,-0.1,0.0,1.05,-0.4,-1.2,-1.33,-0.88,-0.25,0.13,0.281,0.657,0.449,0.546,0.8909999999999999,0.772,0.446,0.647,0.102,6.2,0.303,,0.10300000000000001,0.045,,0.13699999999999998,0.182,0.095,0.021,0.003,0.111,,0.003,,94.0,,90.4,85.8,,93.6,84.4,79.9,81.8,52.2,86.5,,79.3,-3.5,,0.2,-6.4,,-5.1,2.4,4.7,4.0,-4.3,-8.3,,-2.1,9.1,,6.0,2.3,,4.5,0.7,-5.4,-5.4,8.0,2.8,,-3.4,0.9,,-0.7,-0.6,,2.9,-1.0,-0.9,-1.1,0.5,-0.6,,0.0,0.25,,-0.56,-1.15,,1.77,-0.45,-0.78,-4.34,16.88,-0.45,,0.15,0.247,0.631,0.449,0.46399999999999997,0.8809999999999999,0.772,0.524,18.3,2.0,4.4,2.6,26 - 26,3.4,1.0,1.8,0.41100000000000003,0.318,0.271,0.11699999999999999,0.631,0.252,0.34700000000000003,0.11900000000000001,,0.113,0.294,0.11699999999999999,0.039,0.003,,0.131,0.184,,85.7,,80.6,94.2,90.7,86.1,79.3,,93.6,84.3,,-7.9,,4.7,-3.3,0.3,-5.7,-2.3,,-4.9,2.9,,1.5,,-7.2,8.2,5.1,1.3,-5.0,,3.2,-0.6,,-0.3,,-1.8,0.8,-0.5,-0.7,0.0,,2.7,-0.8,,-0.21,,-1.37,0.24,-0.36,-1.39,0.15,,1.76,-0.38,,0.247,0.627,0.449,0.46399999999999997,0.879,0.772,0.531,18.3,,104.0,85.0,112.0,98.0,100.0,94.0,110.0,1.06,89.0,109.0,79.0,101.0,91.0,113.0,72.0,119.0,81.0,87.0,15.8,12.0,0.055999999999999994,108.8,69.0,0.322,214.0,0.187,0.29,0.231,0.346,0.281,1.9
